id,title,link,year,duration,rating_mpa,rating_imdb,vote,budget,gross_world_wide,gross_us_canada,gross_opening_weekend,director,writer,star,genre,country_origin,filming_location,production_company,language,win,nomination,oscar
tt0141901,This Is America,https://www.imdb.com/title/tt0141901,1977,1h 37m,R,5.9,322,,,,,Romano Vanderbes,Romano Vanderbes,"Bree Anthony, Fanne Foxe, CJ Laing",Documentary,United States,,Pace Films,English,0,0,0
tt0076722,Skytten,https://www.imdb.com/title/tt0076722,1977,1h 25m,,6.2,294,,,,,"Franz Ernst, Tom Hedegaard","Anders Bodelsen, Franz Ernst","Jens Okking, Peter Steen, Pia Maria Wohlert","Crime, Drama, Thriller",Denmark,"Grundtvigskirken, Bispebjerg, Copenhagen, Denmark",,Danish,0,0,0
tt0075962,Boys,https://www.imdb.com/title/tt0075962,1977,1h 23m,,6.3,291,,,,,Nils Malmros,"Nils Malmros, Frederick Cryer","Lars Junggren, Inez Thomsen, Ilse Rande",Drama,Denmark,,"EBC Films, Steen Herdel Filmproduktion",Danish,0,0,0
tt0076418,Mr. Mean,https://www.imdb.com/title/tt0076418,1977,1h 38m,R,4.6,132,,,,,Fred Williamson,Fred Williamson,"Fred Williamson, Lou Castel, Raimund Harmstorf","Action, Drama","Italy, United States","Southern California, California, USA",Po Boy Productions,English,0,0,0
tt0210620,Comme la lune,https://www.imdb.com/title/tt0210620,1977,1h 30m,,6.7,320,,,,,Jol Sria,Jol Sria,"JeanPierre Marielle, Sophie Daumier, Dominique Lavanant","Comedy, Drama",France,"Cabourg, Calvados, France","Coquelicot Films, Sara Films",French,0,0,0
tt0060138,Au hasard Balthazar,https://www.imdb.com/title/tt0060138,1966,1h 35m,Not Rated,7.7,24000,,45406,45406,8436,Robert Bresson,Robert Bresson,"Anne Wiazemsky, Walter Green, Franois Lafarge","Epic, Psychological Drama, Tragedy, Drama","France, Sweden","Guyancourt, Yvelines, France","Argos Films, Athos Films, Parc Film","French, Latin",0,2,0
tt0060959,Daisies,https://www.imdb.com/title/tt0060959,1966,1h 15m,Not Rated,7.2,16000,,14191,13692,6576,Vera Chytilov,"Vera Chytilov, Pavel Jurcek, Ester Krumbachov","Ivana Karbanov, Jitka Cerhov, Marie Ceskov","ComingofAge, Dark Comedy, Satire, Screwball Comedy, Slapstick, Teen Comedy, Comedy",Czechoslovakia,"Barrandov Studios, Prague, Czech Republic",Filmov studio Barrandov,Czech,0,0,0
tt0060934,The Sand Pebbles,https://www.imdb.com/title/tt0060934,1966,3h 2m,Approved,7.5,17000,12000000,,,,Robert Wise,"Richard McKenna, Robert Anderson","Steve McQueen, Richard Attenborough, Richard Crenna","Adventure, Drama, Romance, War",United States,"USS Texas  3523 Independence Pkwy, La Porte, Texas, USA","Argyle Enterprises, Solar Productions, Robert Wise Productions","English, Mandarin",0,21,8
tt0060453,Georgy Girl,https://www.imdb.com/title/tt0060453,1966,1h 39m,Approved,6.9,43000,400000,,,,Silvio Narizzano,"Margaret Forster, Peter Nichols","James Mason, Alan Bates, Lynn Redgrave","Comedy, Drama, Romance",United Kingdom,"Dame Clara Butt House, 7 Harley Road, London, Greater London, England, UK",Everglades Productions,"English, Italian",0,17,4
tt0060483,Gunpoint,https://www.imdb.com/title/tt0060483,1966,1h 26m,Not Rated,6.1,944,500000,,,,Earl Bellamy,"Mary Willingham, Willard W Willingham","Audie Murphy, Joan Staley, Warren Stevens","Classical Western, Drama, Western",United States,"Snow Canyon State Park  1002 Snow Canyon Drive, Ivins, Utah, USA",Universal Pictures,English,0,0,0
tt0060801,The Oscar,https://www.imdb.com/title/tt0060801,1966,1h 59m,Approved,5.2,15000,3000000,,,,Russell Rouse,"Richard Sale, Harlan Ellison, Russell Rouse","Stephen Boyd, Elke Sommer, Milton Berle","Showbiz Drama, Tragedy, Drama",United States,"Paramount Studios  5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",GreeneRouse Productions,"English, Spanish",0,0,2
tt0060446,Gamera vs. Barugon,https://www.imdb.com/title/tt0060446,1966,1h 46m,Not Rated,5.1,29000,,,,,"Shigeo Tanaka, Noriaki Yuasa",Niisan Takahashi,"Kjir Hong, Kyko Enami, Yz Hayakawa","Kaiju, Monster Horror, Supernatural Fantasy, Supernatural Horror, Adventure, Fantasy, Horror, SciFi, Thriller",Japan,"Kobe, Hyogo, Japan","AmericanInternational Television AIPTV, Daiei Studios",Japanese,0,0,0
tt0166377,The Third Eye,https://www.imdb.com/title/tt0166377,1966,1h 38m,Not Rated,6.2,626,,,,,Mino Guerrini,"Gilles De Reys, Mino Guerrini, Piero Regnoli","Franco Nero, Gioia Pascal, Erika Blanc","Drama, Horror, Thriller",Italy,,Panda Societa per LIndustria Cinematografica,Italian,0,0,0
tt0060698,Six Kids and Their Uncle,https://www.imdb.com/title/tt0060698,1966,1h 54m,,6.4,579,,,,,Annelise Reenberg,"John Habberton, Gitte Palsby, Annelise Reenberg","Axel Strbye, Birgit Sadolin, Karl Stegger","Comedy, Family",Denmark,"Hartmannsvej, Hellerup, Sjlland, Denmark",Saga Studio,Danish,0,0,0
tt0059706,Seven Guns for the MacGregors,https://www.imdb.com/title/tt0059706,1966,1h 47m,,5.5,257,,,,,Franco Giraldi,"David Moreno Mingote, Fernando Di Leo, Enzo DellAquila","Robert Woods, Fernando Sancho, Agata Flori","Spaghetti Western, Drama, Western","Italy, Spain","Almera, Andaluca, Spain","Estela Films, Jolly Film, Produzione DS Dario Sabatello",Italian,0,0,0
tt0060332,"Don't Worry, We'll Think of a Title",https://www.imdb.com/title/tt0060332,1966,1h 23m,Not Rated,4.5,291,,,,,Harmon Jones,"Morey Amsterdam, John Davis Hart, William Marks","Morey Amsterdam, Rose Marie, Richard Deacon","Parody, Slapstick, Comedy",United States,"Desilu Studios  9336 W Washington Blvd, Culver City, California, USA","Courageous Films, CourageousKam Productions, Kam Productions",English,0,0,0
tt0060761,The Notorious Daughter of Fanny Hill,https://www.imdb.com/title/tt0060761,1966,1h 14m,X,3.4,173,,,,,Peter Perry Jr,Jim Markham,"Stacey Walker, William Rotsler, Linda Cochran","Comedy, Drama",United States,"Santa Monica, California, USA",Fantasy Films I,English,0,0,0
tt0084156,It Came from Hollywood,https://www.imdb.com/title/tt0084156,1982,1h 20m,PG,5.8,11000,2000000,2573342,2573342,1095003,"Malcolm Leo, Andrew Solt",Dana Olsen,"Dan Aykroyd, John Candy, Cheech Marin","Comedy, Documentary",United States,"Paramount Studios  5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",Paramount Pictures,English,0,0,0
tt0083851,The Draughtsman's Contract,https://www.imdb.com/title/tt0083851,1982,1h 48m,R,7.2,11000,320000,2283233,2256246,,Peter Greenaway,Peter Greenaway,"Anthony Higgins, Janet Suzman, AnneLouise Lambert","Period Drama, Satire, Comedy, Drama, Mystery",United Kingdom,"Groombridge Place, Groombridge, Kent, England, UK","British Film Institute BFI, Channel Four Television","English, German, Dutch",0,4,0
tt0084070,Hey Good Lookin',https://www.imdb.com/title/tt0084070,1982,1h 16m,R,6.2,14000,,,,,Ralph Bakshi,Ralph Bakshi,"Richard Romanus, David Proval, Jesse Welles","Adult Animation, Dark Comedy, HandDrawn Animation, Satire, Animation, Comedy, Drama, Romance",United States,,Bakshi Productions,English,0,0,0
tt0084464,Pandemonium,https://www.imdb.com/title/tt0084464,1982,1h 22m,PG,5.2,16000,,,,,Alfred Sole,"Jaime Barton Klein, Richard Whitley","Tom Smothers, Carol Kane, Tammy Alverson","Dark Comedy, Parody, Slapstick, Teen Comedy, Comedy, Horror, Mystery",United States,"Hollywood Forever Cemetery  6000 Santa Monica Blvd, Hollywood, Los Angeles, California, USA",TMC Venture,English,0,0,0
tt0182060,The Man Who Saved the World,https://www.imdb.com/title/tt0182060,1982,1h 31m,,4.3,82000,50000000,,,,etin Inan,Cneyt Arkin,"Cneyt Arkin, Aytekin Akkaya, Fsun Uar","Action, Adventure, SciFi",Turkey,"Nevsehir, Turkey",Anit Film,Turkish,0,0,0
tt0254616,O Olho Mágico do Amor,https://www.imdb.com/title/tt0254616,1982,1h 25m,,5.4,166,,,,,"Jos Antonio Garcia, caro Martins","Jos Antonio Garcia, caro Martins","Tnia Alves, Carla Camurati, nio Gonalves","Comedy, Drama",Brazil,,Olympus Filmes,Portuguese,0,0,0
tt4532038,The War with Grandpa,https://www.imdb.com/title/tt4532038,2020,1h 34m,PG,5.7,26000,,43387638,21277892,3623880,Tim Hill,"Tom J Astle, Matt Ember, Robert Kimmel Smith","Robert De Niro, Uma Thurman, Rob Riggle","Comedy, Drama, Family","United States, United Kingdom, Canada","Atlanta, Georgia, USA","Marro Films, EmmettFurla Oasis Films, Reliance Film  Entertainment",English,0,0,0
tt7510346,The Turning,https://www.imdb.com/title/tt7510346,2020,1h 34m,PG-13,3.9,17000,14000000,19428166,15472775,6950045,Floria Sigismondi,"Henry James, Chad Hayes, Carey W Hayes","Mackenzie Davis, Finn Wolfhard, Brooklynn Prince","Drama, Horror, Mystery","India, United States","Killruddery House, County Wicklow, Ireland","Dreamworks Pictures, Reliance Entertainment, Chislehurst Entertainment Productions",English,0,0,0
tt11464016,Gunda,https://www.imdb.com/title/tt11464016,2020,1h 33m,G,7.1,3000,,383128,115691,5023,Victor Kossakovsky,"Victor Kossakovsky, Ainara Vera",Gunda,Documentary,"Norway, United States, United Kingdom","Grstad farm, Undrumsdal in Tnsberg municipality, Norway","Artemis Rising Foundation, Empathy Arts, Fritt Ord Foundation",None,0,32,0
tt9850344,Night Shift,https://www.imdb.com/title/tt9850344,2020,1h 38m,,5.4,21000,,1844043,1890,534,Anne Fontaine,"Claire Barr, Hugo Boris, Anne Fontaine","Virginie Efira, Omar Sy, Grgory Gadebois","Crime, Drama, Thriller","France, Belgium, China","Paris, France","F Comme Film, Cin, StudioCanal","French, English, Tajik",0,0,0
tt10649016,Safety,https://www.imdb.com/title/tt10649016,2020,2h 2m,PG,6.8,5000,,,,,Reginald Hudlin,Nick Santora,"Jay Reeves, Javien Jackson, Thaddeus J Mixson","Football, Biography, Drama, Sport",United States,"Clemson Memorial Stadium, Clemson University, Clemson, South Carolina, USA","Mayhem Pictures, Select Films, The Walt Disney Company",English,0,0,0
tt10687740,Princess cursed in Time,https://www.imdb.com/title/tt10687740,2020,1h 55m,,6.4,483,1000000,444259,,,Petr Kubik,"Petr Kubik, Luks Park, Viktor Kristof","Natalia Germani, Marek Lambora, Eliska Krenkov","Quest, Adventure, Comedy, Family, Fantasy, Romance",Czech Republic,"Bouzov Castle, Bouzov 8, 783 25 Bouzov, Czechia","Three Brothers Production, ProfesionalniVideo, QQ studio Ostrava sro","Czech, English",0,0,0
tt13381376,Welcome Home,https://www.imdb.com/title/tt13381376,2020,2h 6m,,7.4,5000,,,,,Pushkar Mahabal,Ankita Narang,"Kashmira Irani, Swarda Thigale, Shashi Bhushan","Crime, Drama, Horror, Thriller",India,,"Monolith, Playtime Creations","Hindi, English",0,0,0
tt10952782,Malasaña 32,https://www.imdb.com/title/tt10952782,2020,1h 44m,,5.6,61000,,8968845,,,Albert Pint,"Ramn Campos, Gema R Neira, David Orea","Begoa Vargas, Ivn Marcos, Bea Segura","Horror, Mystery","Spain, France","Madrid, Madrid, Spain","Mr Fields and Friends, Atresmedia Cine, Warner Bros Pictures",Spanish,0,0,0
tt11081050,Enforcement,https://www.imdb.com/title/tt11081050,2020,1h 48m,Not Rated,6.5,73000,,6272,,,"Frederik Louis Hviid, Anders lholm","Anders lholm, Frederik Louis Hviid","Jacob Lohmann, Simon Sears, Tarek Zayat","Action, Crime, Drama, Thriller",Denmark,,"Toolbox Film, Det Danske Filminstitut, Scanbox Entertainment","Danish, Arabic",0,24,0
tt7978672,Black Water: Abyss,https://www.imdb.com/title/tt7978672,2020,1h 38m,Not Rated,4.6,72000,,1123693,,,Andrew Traucki,"John Ridley, Sarah Smith","Jessica McNamee, Luke Mitchell, Amali Golden","Adventure, Horror, Thriller","Australia, United States","Screen Queensland Studios, Hemmant, Queensland, Australia","Thrills  Spills, Cornerstone Pictures, ProdigyMovies","English, Japanese",0,0,0
tt0837562,Hotel Transylvania,https://www.imdb.com/title/tt0837562,2012,1h 31m,PG,7,292000,,,,,,,,,,,,,0,0,0
tt2112131,Dabangg 2,https://www.imdb.com/title/tt2112131,2012,2h,Not Rated,4.8,20000,450000000,4216988,2519190,1019213,Arbaaz Khan,Dilip Shukla,"Salman Khan, Sonakshi Sinha, Prakash Raj","Cop Drama, OnePerson Army Action, Action, Comedy, Crime, Drama",India,"Kamalistan Studios, Mumbai, Maharashtra, India","Arbaaz Khan Productions, Shree Ashtavinayak Cine Vision",Hindi,0,27,0
tt1520498,The Oogieloves in the Big Balloon Adventure,https://www.imdb.com/title/tt1520498,2012,1h 28m,G,1.7,16000,20000000,1065907,1065907,443901,Matthew Diamond,"Scott Stabile, Kenn Viselman, Alex J Greene","Jaime Pressly, Cloris Leachman, Christopher Lloyd","Adventure, Family, Fantasy, Musical",United States,"Farmington Hills, Michigan, USA","Big Balloon Adventure Movie, Kenn Viselman Presents",English,0,0,0
tt1395025,Agent Vinod,https://www.imdb.com/title/tt1395025,2012,2h 37m,Not Rated,5.2,82000,,9520886,698210,427043,Sriram Raghavan,"Arijit Biswas, Sriram Raghavan","Kareena Kapoor, Saif Ali Khan, Ravi Kishan","Globetrotting Adventure, Spy, Action, Adventure, Thriller",India,"Riga, Latvia","Eros Worldwide, Illuminati Films","Hindi, Urdu",0,7,0
tt1924394,The Angels' Share,https://www.imdb.com/title/tt1924394,2012,1h 41m,R,7,27000,,13090471,346669,18837,Ken Loach,Paul Laverty,"Paul Brannigan, John Henshaw, Roger Allam","Dark Comedy, Heist, Comedy, Crime, Drama","United Kingdom, France, Belgium, Italy","Balblair Distillery, Edderton, Highland, Scotland, UK","Entertainment One, Sixteen Films, Why Not Productions",English,0,10,0
tt2238839,Love in the Buff,https://www.imdb.com/title/tt2238839,2012,1h 52m,Not Rated,6.8,2000,,4045381,256451,91233,HoCheung Pang,"Yeesum Luk, HoCheung Pang","Miriam ChinWah Yeung, Shawn Yue, Mi Yang","Comedy, Drama, Romance","Hong Kong, China","Beijing, China","China Film Media Asia Audio Video Distribution Co, Making Film, Media Asia Films","Cantonese, Mandarin",0,6,0
tt1800266,Brooklyn Castle,https://www.imdb.com/title/tt1800266,2012,1h 41m,PG,7.2,1000,,219407,219407,18761,Katie Dellamaggiore,,"Rochelle Ballantyne, Oghenakpobo Efekoro, Patrick Johnston",Documentary,United States,"Brooklyn, New York City, New York, USA","Le Castle Film Works, Rescued Media",English,0,3,0
tt2062645,Made In Mexico,https://www.imdb.com/title/tt2062645,2012,1h 38m,R,6.9,700,2000000,1042673,151133,76123,Duncan Bridgeman,,"Diego Luna, Kinky, Lila Downs","Documentary, History, Music, Musical",Mexico,Mexico,El Mall,Spanish,0,0,0
tt0974015,Justice League,https://www.imdb.com/title/tt0974015,2017,2h,PG-13,6,487000,300000000,661326987,229024295,93842239,Zack Snyder,"Jerry Siegel, Joe Shuster, Chris Terrio","Ben Affleck, Gal Gadot, Jason Momoa","Superhero, Action, Adventure, Fantasy, SciFi","United States, Canada, United Kingdom","Djpavk, Westfjords, Iceland","Warner Bros, RatPac Entertainment, DC Entertainment","English, Irish Gaelic, Russian, Icelandic",0,15,0
tt1469304,Baywatch,https://www.imdb.com/title/tt1469304,2017,1h 56m,R,5.5,208000,69000000,177856751,58060186,18503871,Seth Gordon,"Michael Berk, Douglas Schwartz, Gregory J Bonann","Dwayne Johnson, Zac Efron, Alexandra Daddario","Action, Comedy, Crime","United Kingdom, China, United States","Savannah, Georgia, USA","Paramount Pictures, Uncharted, Shanghai Film Group","English, Spanish",0,11,0
tt4411596,My Cousin Rachel,https://www.imdb.com/title/tt4411596,2017,1h 46m,PG-13,6,21000,,9200168,2716368,969941,Roger Michell,"Roger Michell, Daphne Du Maurier","Rachel Weisz, Sam Claflin, Holliday Grainger","Drama, Mystery, Romance, Thriller","United Kingdom, United States","West Horsley Place, West Horsley, Surrey, England, UK","Fox Searchlight Pictures, Free Range Films","English, Italian",0,5,0
tt6247064,Chonda Pierce: Enough,https://www.imdb.com/title/tt6247064,2017,1h 30m,,6.6,41,,1260116,1260116,,Rick Altizer,"Rick Altizer, Chonda Pierce",Chonda Pierce,Documentary,United States,,"Fuseic Entertainment, No Whining Productions",English,0,0,0
tt7339584,City Of Rock,https://www.imdb.com/title/tt7339584,2017,1h 57m,,6.1,739,,9118873,312537,115524,Da Peng,"Da Peng, Biao Su","Da Peng, Shan Qiao, Glnezer Bextiyar","Comedy, Music",China,,"Beijing Ruyi Xinxin Film Investment, Wanda Pictures",Mandarin,0,8,0
tt4817466,Zilla and Zoe,https://www.imdb.com/title/tt4817466,2017,1h 44m,Not Rated,4.8,166,,39003,39003,11392,Jessica Scalise,Jessica Scalise,"Greg James, Aida Valentine, Sam Kamerman",Comedy,United States,,Scalise Pictures,English,0,0,0
tt5480782,Good Manners,https://www.imdb.com/title/tt5480782,2017,2h 15m,PG,6.7,44000,,35714,31177,2476,"Marco Dutra, Juliana Rojas","Juliana Rojas, Marco Dutra","Isabl Zuaa, Marjorie Estiano, Miguel Lobo","Dark Fantasy, Werewolf Horror, Fantasy, Horror","Brazil, France, Germany","So Paulo, So Paulo, Brazil","Good Fortune Films, Urban Factory, Dezenove Som e Imagens",Portuguese,0,34,0
tt0945513,Source Code,https://www.imdb.com/title/tt0945513,2011,1h 33m,PG-13,7.5,562000,,,,,,,,,,,,,0,0,0
tt1285241,Don 2,https://www.imdb.com/title/tt1285241,2011,2h 28m,Not Rated,7.1,59000,,,,,,,,,,,,,0,0,0
tt1758692,Like Crazy,https://www.imdb.com/title/tt1758692,2011,1h 26m,PG-13,6.6,64000,,,,,,,,,,,,,0,0,0
tt1629376,7 Khoon Maaf,https://www.imdb.com/title/tt1629376,2011,2h 17m,,6.3,67000,4770000,3924850,270207,164153,Vishal Bhardwaj,"Ruskin Bond, Matthew Robbins, Vishal Bhardwaj","Priyanka Chopra Jonas, Vivaan Shah, Neil Nitin Mukesh","Comedy, Drama, Mystery, Thriller",India,India,"UTV Motion Pictures, UTV Spotboy, VB Pictures","Hindi, English",0,19,0
tt1606384,My Way,https://www.imdb.com/title/tt1606384,2011,2h 17m,R,7.6,13000,30000000000,16653488,70177,17817,Kang Jekyu,"Kang Jekyu, Justin Byungin Kim, Nahyun Kim","Jang Donggun, Joe Odagiri, Bingbing Fan","Action, Drama, War",South Korea,Latvia,"Directors, SK Planet, CJ Entertainment","Korean, Japanese, Mandarin, Russian, German, English",0,2,0
tt1727300,Hunky Dory,https://www.imdb.com/title/tt1727300,2011,1h 50m,Not Rated,6.2,14000,,139653,20296,7443,Marc Evans,Laurence Coriat,"Minnie Driver, Kristian Gwilliam, Adam Byard","Comedy, Drama, Music",United Kingdom,"Swansea, Wales, UK","Film Agency for Wales, Wales Creative IP Fund, Eyepatch",English,0,0,0
tt0063242,Love Camp 7,https://www.imdb.com/title/tt0063242,1969,1h 36m,Not Rated,3.9,12000,,,,,Lee Frost,"Bob Cresse, Wes Bishop","Bob Cresse, Maria Lease, Kathy Williams","Drama, Horror, Thriller, War",United States,"Hollywood, Los Angeles, California, USA",,English,0,0,0
tt0064132,Carry on Again Doctor,https://www.imdb.com/title/tt0064132,1969,1h 29m,Not Rated,6.2,31000,,,,,Gerald Thomas,Talbot Rothwell,"Sidney James, Kenneth Williams, Charles Hawtrey","Parody, Comedy",United Kingdom,"12 Park Street, Windsor, Berkshire, England, UK",The Rank Organisation,English,0,0,0
tt0143010,Orgies of Edo,https://www.imdb.com/title/tt0143010,1969,1h 34m,Not Rated,6.1,604,,,,,Teruo Ishii,"Teruo Ishii, Masahiro Kakefuda","Teruo Yoshida, Toyoz Yamamoto, Masumi Tachibana","Drama, Horror",Japan,,Toei Company,Japanese,0,0,0
tt0168192,The Stewardesses,https://www.imdb.com/title/tt0168192,1969,1h 33m,R,3.8,397,100000,,,,Allan Silliphant,Allan Silliphant,"Christina Hart, Ronald South, William Condos","Comedy, Drama",United States,"San Diego, California, USA","Hollywood Films, Louis K Sher Productions, Magnavision",English,0,0,0
tt0064664,Midas Run,https://www.imdb.com/title/tt0064664,1969,1h 46m,M,4.8,195,,,,,Alf Kjellin,"James D Buchanan, Ronald Austin, Berne Giler","Fred Astaire, Richard Crenna, Anne Heywood","Caper, Adventure, Comedy, Crime, Drama, Romance",United States,"Tirrenia Studios, Tirrenia, Tuscany, Italy","American Broadcasting Company ABC, Motion Pictures International, Selmur Productions",English,0,0,0
tt0239479,Rabbit in the Pit,https://www.imdb.com/title/tt0239479,1969,1h 30m,,5.8,135,,,,,Roger Fritz,Roger Fritz,"Helga Anders, Anthony Steel, Franoise Prvost","ComingofAge, Psychological Drama, Steamy Romance, Teen Drama, Teen Romance, Drama, Romance",West Germany,"Spoleto, Perugia, Umbria, Italy",Maris Film,German,0,0,0
